layers,neurons,activation,epochs,lr,batch_size,mae,mse,r2,accuracy
3,4,linear,10,0.01,256,183.88419971795125,65399.42638262115,-1.0653269290924072,0.8117868989580848
3,4,linear,10,0.01,512,184.0559248797214,65494.61072966187,-1.0683326721191406,0.8116111311364161
3,4,linear,10,0.001,16,184.74316838404252,65785.0792745767,-1.0775058269500732,0.8109077089211438
3,4,linear,10,0.001,32,185.19657880733575,65971.60809217855,-1.0833964347839355,0.8104436245574864
3,4,linear,10,0.001,64,185.15477794958375,65946.57618121823,-1.0826058387756348,0.8104864094681845
3,4,linear,10,0.001,128,185.3451475144093,66005.60250573611,-1.0844700336456299,0.8102915583271143
3,4,linear,10,0.001,256,185.19832016258866,65962.81390479577,-1.0831186771392822,0.8104418422081999
3,4,linear,10,0.001,512,185.38872746563376,66032.18777312733,-1.0853095054626465,0.8102469524404977
3,4,linear,10,0.0001,16,184.7669590551136,65797.00383986901,-1.0778825283050537,0.8108833581830976
3,4,linear,10,0.0001,32,185.1010291920364,65938.90356234925,-1.0823633670806885,0.8105414235496045
3,4,linear,10,0.0001,64,185.51930386471906,66074.65959248012,-1.0866506099700928,0.8101133020831944
3,4,linear,10,0.0001,128,184.9758885625634,65889.171056629,-1.0807929039001465,0.8106695101713783
3,4,linear,10,0.0001,256,185.2333812696797,65971.79691699044,-1.083402395248413,0.8104059557116892
3,4,linear,10,0.0001,512,185.07020931893058,65885.1800293837,-1.0806670188903809,0.8105729689673178
3,4,linear,25,0.1,16,127.15136418384431,23375.924264950783,0.2617835998535156,0.8698553078978052
3,4,linear,25,0.1,32,126.37616564510058,23457.019724675312,0.2592226266860962,0.8706487557368469
3,4,linear,25,0.1,64,122.0962115521398,22174.60857880382,0.2997214198112488,0.8750294661697647
3,4,linear,25,0.1,128,124.79727252491324,23004.662450622767,0.2735081911087036,0.8722648182958923
3,4,linear,25,0.1,256,121.13399154462255,21970.901456141095,0.3061545491218567,0.8760143382347774
3,4,linear,25,0.1,512,126.03658580786889,23717.14780608189,0.2510078549385071,0.8709963297770021
3,4,linear,25,0.01,16,181.25633525323676,63585.18211242283,-1.0080325603485107,0.8144766271717127
3,4,linear,25,0.01,32,180.9448975290893,63370.42432290281,-1.0012505054473877,0.8147953965925391
3,4,linear,25,0.01,64,182.92698516242282,64478.58741204336,-1.0362465381622314,0.8127666477354936
3,4,linear,25,0.01,128,180.81064473377205,63728.67100901293,-1.012563943862915,0.814932809893785
3,4,linear,25,0.01,256,183.17180066282236,64608.46236218096,-1.0403480529785156,0.8125160689223927
3,4,linear,25,0.01,512,182.39772225989904,63992.67925209889,-1.0209014415740967,0.8133083702559887
3,4,linear,25,0.001,16,184.22139933102596,65589.86081657048,-1.071340799331665,0.8114417611760225
3,4,linear,25,0.001,32,184.8806159904932,65839.6712262348,-1.0792298316955566,0.810767025598267
3,4,linear,25,0.001,64,184.99759406520332,65888.78000593412,-1.0807807445526123,0.8106472936896588
3,4,linear,25,0.001,128,185.19621325307392,65964.74461495677,-1.0831797122955322,0.8104439987174269
3,4,linear,25,0.001,256,184.9709472209001,65848.7272771654,-1.0795156955718994,0.8106745678394063
3,4,linear,25,0.001,512,184.380689529462,65645.46850660321,-1.073096752166748,0.8112787210547984
3,4,linear,25,0.0001,16,184.63190820948645,65761.79108103501,-1.076770305633545,0.8110215883219176
3,4,linear,25,0.0001,32,185.54618705941152,66087.41666807291,-1.0870535373687744,0.810085786019026
3,4,linear,25,0.0001,64,184.76798683213727,65809.0255625245,-1.0782620906829834,0.810882306210709
3,4,linear,25,0.0001,128,185.25128314841936,65989.57029171742,-1.0839636325836182,0.8103876323967049
3,4,linear,25,0.0001,256,185.3148441982806,66009.9977745449,-1.084608793258667,0.8103225750273484
3,4,linear,25,0.0001,512,185.3463051561909,66022.72326325728,-1.0850107669830322,0.8102903734327627
3,4,linear,50,0.1,16,106.98961710274837,19675.18461410654,0.37865376472473145,0.8904916918088553
3,4,linear,50,0.1,32,107.43446192570605,19729.565176059972,0.3769364356994629,0.8900363746922149
3,4,linear,50,0.1,64,107.04988439948704,19614.908158863214,0.3805572986602783,0.8904300057323572
3,4,linear,50,0.1,128,108.26399327209273,19769.89374203856,0.3756628632545471,0.8891873149722694
3,4,linear,50,0.1,256,107.49090629342786,19736.160988681946,0.3767281174659729,0.889978601542039
3,4,linear,50,0.1,512,107.19159172946894,19726.844132953618,0.37702232599258423,0.890284962405866
3,4,linear,50,0.01,16,164.33265365279516,49869.61558912849,-0.5748922824859619,0.8317987168343959
3,4,linear,50,0.01,32,163.96697271008247,48248.99822489977,-0.5237128734588623,0.8321730064379913
3,4,linear,50,0.01,64,158.36331900148315,43046.338959326284,-0.35941195487976074,0.8379085782994031
3,4,linear,50,0.01,128,174.61509517875209,57268.87995927056,-0.8085625171661377,0.8212742116901207
3,4,linear,50,0.01,256,165.9740189170364,49438.5267098854,-0.5612784624099731,0.8301187114462268
3,4,linear,50,0.01,512,164.8172465422211,50220.62255900945,-0.5859771966934204,0.8313027159240316
3,4,linear,50,0.001,16,184.54962179879632,65628.82525818408,-1.0725712776184082,0.8111058118743129
3,4,linear,50,0.001,32,184.18197134748462,65576.5980100754,-1.0709218978881836,0.8114821173516023
3,4,linear,50,0.001,64,184.42454234785876,65663.257772903,-1.0736587047576904,0.8112338358773196
3,4,linear,50,0.001,128,185.0723278357104,65922.42425540971,-1.081843376159668,0.8105708005775738
3,4,linear,50,0.001,256,184.74990371864618,65788.90359425083,-1.0776264667510986,0.8109008150269742
3,4,linear,50,0.001,512,184.19533802105073,65560.3367014779,-1.0704083442687988,0.8114684360071128
3,4,linear,50,0.0001,16,184.65768489100347,65755.17532547965,-1.076561450958252,0.8109952048198532
3,4,linear,50,0.0001,32,184.8482025620041,65841.52314341284,-1.0792882442474365,0.8108002020859733
3,4,linear,50,0.0001,64,184.705857007999,65792.3730643051,-1.0777359008789062,0.8109458986612088
3,4,linear,50,0.0001,128,185.04828897794178,65911.32518861437,-1.0814926624298096,0.8105954053449931
3,4,linear,50,0.0001,256,185.22115015395852,65967.11795801434,-1.0832545757293701,0.8104184747656514
3,4,linear,50,0.0001,512,184.987705417539,65908.1480046154,-1.0813922882080078,0.8106574151304616
3,4,linear,100,0.1,16,104.90360980217696,19394.668500195403,0.3875125050544739,0.8926268067531454
3,4,linear,100,0.1,32,104.99229078425225,19393.401049442207,0.38755255937576294,0.8925360380918606
3,4,linear,100,0.1,64,105.01640697236851,19401.131018901695,0.38730841875076294,0.8925113541736248
3,4,linear,100,0.1,128,104.79096183215104,19390.031087533993,0.3876590132713318,0.8927421066201116
3,4,linear,100,0.1,256,105.0687160493658,19404.981703989226,0.3871868848800659,0.8924578136649275
3,4,linear,100,0.1,512,105.15097782135832,19399.8765625293,0.38734811544418335,0.8923736153312607
3,4,linear,100,0.01,16,105.77523216396844,20586.045149735415,0.3498886823654175,0.8917346651341163
3,4,linear,100,0.01,32,104.70355662866415,19670.13771740697,0.3788132071495056,0.8928315694691258
3,4,linear,100,0.01,64,105.31399112862671,20228.93191675217,0.3611663579940796,0.892206764453811
3,4,linear,100,0.01,128,106.84714211007393,20963.905024372256,0.3379557728767395,0.8906375208699345
3,4,linear,100,0.01,256,104.74864195967983,19768.731801890248,0.375699520111084,0.8927854227638896
3,4,linear,100,0.01,512,104.59947812198838,19685.839827527347,0.3783172369003296,0.8929380981351194
3,4,linear,100,0.001,16,184.96914266165606,65821.2677335663,-1.078648567199707,0.8106764148805977
3,4,linear,100,0.001,32,183.77481543516657,65171.23647287867,-1.0581204891204834,0.8118988583058684
3,4,linear,100,0.001,64,185.1985203141756,65830.79371001826,-1.0789494514465332,0.8104416373447537
3,4,linear,100,0.001,128,184.1950460291067,65326.086731693875,-1.0630106925964355,0.8114687348729717
3,4,linear,100,0.001,256,184.05650739418076,65359.57373934726,-1.06406831741333,0.8116105349087198
3,4,linear,100,0.001,512,184.60414013131526,65672.36122228493,-1.0739459991455078,0.8110500101010079
3,4,linear,100,0.0001,16,184.84444776120606,65835.4447536463,-1.0790963172912598,0.8108040452802394
3,4,linear,100,0.0001,32,184.52332765566587,65651.7214745879,-1.0732941627502441,0.8111327250197893
3,4,linear,100,0.0001,64,184.75979443400954,65794.6998703041,-1.0778095722198486,0.8108906914697958
3,4,linear,100,0.0001,128,185.47777566201427,66066.2775916817,-1.0863862037658691,0.8101558079201492
3,4,linear,100,0.0001,256,184.98569923488293,65887.75844861598,-1.0807485580444336,0.8106594685415732
3,4,linear,100,0.0001,512,184.84067309746825,65839.132908537,-1.0792129039764404,0.8108079088050478
3,4,linear,250,0.1,16,104.80789666188188,19382.691849105566,0.3878907561302185,0.8927247731198753
3,4,linear,250,0.1,32,104.80718269049092,19382.247078517143,0.3879048228263855,0.8927255038991905
3,4,linear,250,0.1,64,104.80458229440677,19380.600683541525,0.38795679807662964,0.8927281655123779
3,4,linear,250,0.1,128,104.80580188644358,19381.369669183834,0.38793253898620605,0.892726917209372
3,4,linear,250,0.1,256,104.80688145115406,19382.115808648734,0.3879089951515198,0.8927258122301391
3,4,linear,250,0.1,512,104.80807096074722,19382.874237637672,0.38788509368896484,0.8927245947177613
3,4,linear,250,0.01,16,104.82476535715566,19393.69163788252,0.38754338026046753,0.8927075073109972
3,4,linear,250,0.01,32,104.80917880564962,19382.983650064165,0.3878815770149231,0.8927234607925797
3,4,linear,250,0.01,64,104.80588310603717,19381.65283584207,0.38792359828948975,0.8927268340777511
3,4,linear,250,0.01,128,104.82684192929945,19394.60987324621,0.3875144124031067,0.892705381853327
3,4,linear,250,0.01,256,104.817909838501,19390.383709134687,0.387647807598114,0.892714524218525
3,4,linear,250,0.01,512,104.8113812198916,19385.628527958033,0.387798011302948,0.8927212065303054
3,4,linear,250,0.001,16,177.4012333757498,58894.52431552867,-0.8599008321762085,0.818422483750512
3,4,linear,250,0.001,32,177.13377096949378,59688.790199344345,-0.8849837779998779,0.8186962426105489
3,4,linear,250,0.001,64,176.9318332023312,58269.36007628997,-0.8401578664779663,0.8189029342862526
3,4,linear,250,0.001,128,175.62266173382622,57956.20363664357,-0.8302685022354126,0.8202429255539138
3,4,linear,250,0.001,256,176.0153224959721,59181.69440002601,-0.8689695596694946,0.8198410209867225
3,4,linear,250,0.001,512,176.5377569740383,59372.95951904211,-0.8750098943710327,0.8193062876417213
3,4,linear,250,0.0001,16,184.5665248683166,65719.38607108369,-1.0754313468933105,0.8110885108819686
3,4,linear,250,0.0001,32,184.25899250130624,65609.18692411829,-1.071951150894165,0.8114032830078749
3,4,linear,250,0.0001,64,184.87098655828905,65832.42162245524,-1.0790009498596191,0.8107768817213009
3,4,linear,250,0.0001,128,184.79761617469856,65805.2153386287,-1.078141689300537,0.8108519793503597
3,4,linear,250,0.0001,256,184.66059675249855,65703.55659450944,-1.0749313831329346,0.8109922244089063
3,4,linear,250,0.0001,512,185.13985245387948,65943.090257677,-1.0824956893920898,0.8105016863317508
3,4,sigmoid,1,0.1,16,184.27229088738613,65621.5454463977,-1.0723412036895752,0.8113896715584584
3,4,sigmoid,1,0.1,32,185.05584223328376,65910.36540134532,-1.0814623832702637,0.8105876742750422
3,4,sigmoid,1,0.1,64,184.2681822683169,65619.85745406414,-1.0722880363464355,0.8113938769003921
3,4,sigmoid,1,0.1,128,184.56354992131952,65729.16535128186,-1.075740098953247,0.811091555863542
3,4,sigmoid,1,0.1,256,185.03514993188836,65903.22912079883,-1.0812368392944336,0.8106088537032873
3,4,sigmoid,1,0.1,512,184.18651892803823,65589.52733772183,-1.0713300704956055,0.8114774627143928
3,4,sigmoid,1,0.01,16,184.90063418864656,65853.72542713291,-1.0796737670898438,0.810746536142634
3,4,sigmoid,1,0.01,32,184.95686677671,65874.18549331056,-1.080319881439209,0.8106889797577175
3,4,sigmoid,1,0.01,64,184.3543953971532,65652.01010856905,-1.073303461074829,0.8113056341891983
3,4,sigmoid,1,0.01,128,185.53032438969723,66086.91904985232,-1.0870378017425537,0.8101020221190407
3,4,sigmoid,1,0.01,256,185.47173817274006,66065.07433054256,-1.086348056793213,0.8101619875406959
3,4,sigmoid,1,0.01,512,184.76043731781843,65801.8175816283,-1.0780344009399414,0.8108900334515676
3,4,sigmoid,1,0.001,16,185.5172633625421,66082.08032861214,-1.0868852138519287,0.8101153906217583
3,4,sigmoid,1,0.001,32,184.36802190204415,65656.88107599888,-1.0734572410583496,0.8112916868965772
3,4,sigmoid,1,0.001,64,185.39714768853025,66037.49776817104,-1.0854771137237549,0.810238333993316
3,4,sigmoid,1,0.001,128,185.00928145249227,65893.90347843005,-1.0809423923492432,0.8106353311642863
3,4,sigmoid,1,0.001,256,185.7543187057396,66169.93998244895,-1.0896596908569336,0.8098727546512389
3,4,sigmoid,1,0.001,512,184.32648861144162,65641.75364475537,-1.07297945022583,0.8113341979412061
3,4,sigmoid,1,0.0001,16,184.8295684571242,65827.5164821106,-1.0788459777832031,0.8108192748647653
3,4,sigmoid,1,0.0001,32,185.54294429220457,66091.25542737384,-1.087174892425537,0.8100891051256862
3,4,sigmoid,1,0.0001,64,185.5182034202323,66082.6710956958,-1.0869038105010986,0.8101144284337438
3,4,sigmoid,1,0.0001,128,185.29575110871616,65999.956296126,-1.084291696548462,0.8103421175959916
3,4,sigmoid,1,0.0001,256,184.2789331020228,65624.12158244115,-1.072422742843628,0.8113828729764352
3,4,sigmoid,1,0.0001,512,185.37524107480968,66029.41187505434,-1.0852220058441162,0.8102607563205633
3,4,sigmoid,10,0.1,16,182.35028365635077,64899.53344772194,-1.0495400428771973,0.8133569256332132
3,4,sigmoid,10,0.1,32,179.24624364724505,63660.02674651809,-1.0103960037231445,0.8165340392556345
3,4,sigmoid,10,0.1,64,180.7338357269421,64265.01611323587,-1.0295019149780273,0.8150114270962722
3,4,sigmoid,10,0.1,128,180.8683039320352,64322.06567793768,-1.0313034057617188,0.8148737933141912
3,4,sigmoid,10,0.1,256,180.5346597094256,64187.851593475665,-1.0270650386810303,0.8152152920067292
3,4,sigmoid,10,0.1,512,182.08570330642308,64799.64113728516,-1.0463852882385254,0.8136277345891268
3,4,sigmoid,10,0.01,16,184.76820547767284,65804.68932678418,-1.078125238418579,0.8108820824179398
3,4,sigmoid,10,0.01,32,185.38246602421867,66031.67549492826,-1.0852935314178467,0.8102533612853442
3,4,sigmoid,10,0.01,64,184.82105649990578,65824.07304974557,-1.0787372589111328,0.8108279872058283
3,4,sigmoid,10,0.01,128,184.76895598708828,65804.89584129116,-1.0781316757202148,0.8108813142404419
3,4,sigmoid,10,0.01,256,185.14869959480092,65945.29641847468,-1.0825655460357666,0.8104926309162734
3,4,sigmoid,10,0.01,512,184.29482239788297,65629.57398769692,-1.0725948810577393,0.8113666096234565
3,4,sigmoid,10,0.001,16,184.5427348392108,65721.58618612401,-1.07550048828125,0.8111128609629368
3,4,sigmoid,10,0.001,32,184.62982182563107,65753.56737812712,-1.0765106678009033,0.8110237238222814
3,4,sigmoid,10,0.001,64,185.10603200340316,65929.55434219964,-1.0820684432983398,0.810536302964787
3,4,sigmoid,10,0.001,128,184.5841953425022,65736.64541734019,-1.0759761333465576,0.811070424419138
3,4,sigmoid,10,0.001,256,184.3159873576104,65637.6978022328,-1.0728514194488525,0.8113449464098154
3,4,sigmoid,10,0.001,512,184.69413686448536,65777.33886029267,-1.0772614479064941,0.8109578947139351
3,4,sigmoid,10,0.0001,16,185.0874680860099,65922.63950036939,-1.0818500518798828,0.810555303903777
3,4,sigmoid,10,0.0001,32,184.58024456586915,65735.32200387669,-1.0759344100952148,0.8110744682027952
3,4,sigmoid,10,0.0001,64,184.9840501726094,65884.53943878098,-1.0806467533111572,0.8106611564251696
3,4,sigmoid,10,0.0001,128,184.88121232693913,65846.72617613233,-1.0794527530670166,0.8107664152231944
3,4,sigmoid,10,0.0001,256,184.6721013843739,65769.15801932635,-1.077003002166748,0.8109804489412754
3,4,sigmoid,10,0.0001,512,185.1406628761282,65942.59438628204,-1.0824799537658691,0.8105008568309844
3,4,sigmoid,25,0.1,16,173.97270408790598,61301.89528208956,-0.9359258413314819,0.8219317256009151
3,4,sigmoid,25,0.1,32,178.81533333347087,63478.93423541497,-1.0046772956848145,0.8169750938244924
3,4,sigmoid,25,0.1,64,173.22387565430617,60951.25524614841,-0.9248526096343994,0.8226981825442107
3,4,sigmoid,25,0.1,128,174.2747147154616,61442.67589097879,-0.9403717517852783,0.8216226052042358
3,4,sigmoid,25,0.1,256,177.39858834213985,62863.682292587204,-0.9852474927902222,0.8184251910520575
3,4,sigmoid,25,0.1,512,174.8238099515781,61696.08131658381,-0.9483745098114014,0.8210605834681903
3,4,sigmoid,25,0.01,16,184.14179941277922,65570.21685952283,-1.0707201957702637,0.8115232349920376
3,4,sigmoid,25,0.01,32,183.47593324138464,65324.11584944793,-1.06294846534729,0.812204776620896
3,4,sigmoid,25,0.01,64,183.84785694473769,65462.3386614441,-1.0673136711120605,0.8118240972930013
3,4,sigmoid,25,0.01,128,183.29724708353828,65257.90812542882,-1.0608575344085693,0.8123876693106057
3,4,sigmoid,25,0.01,256,184.61788365189136,65748.71627642636,-1.076357364654541,0.8110359430379822
3,4,sigmoid,25,0.01,512,184.66513468992176,65766.66612572373,-1.0769243240356445,0.8109875796418405
3,4,sigmoid,25,0.001,16,184.92576153779572,65862.63881981144,-1.0799551010131836,0.8107208172591651
3,4,sigmoid,25,0.001,32,184.67083440388373,65768.6632192264,-1.0769872665405273,0.8109817457483278
3,4,sigmoid,25,0.001,64,185.07007708498227,65916.21256274925,-1.0816469192504883,0.8105731043142453
3,4,sigmoid,25,0.001,128,184.4820868246026,65698.76259640142,-1.074779987335205,0.8111749367199564
3,4,sigmoid,25,0.001,256,184.68500857711936,65773.5084713356,-1.0771403312683105,0.810967237894453
3,4,sigmoid,25,0.001,512,184.9585070636539,65874.91278904439,-1.0803425312042236,0.8106873008560349
3,4,sigmoid,25,0.0001,16,184.61696340661535,65748.94698112628,-1.0763647556304932,0.8110368849471695
3,4,sigmoid,25,0.0001,32,185.39989757817347,66038.52959062844,-1.0855097770690918,0.8102355193672739
3,4,sigmoid,25,0.0001,64,184.9724296419115,65880.32441986278,-1.0805134773254395,0.8106730505200497
3,4,sigmoid,25,0.0001,128,185.20145441961697,65964.98622632798,-1.0831873416900635,0.8104386341662058
3,4,sigmoid,25,0.0001,256,185.0167975722136,65896.60057024947,-1.0810275077819824,0.8106276381041826
3,4,sigmoid,25,0.0001,512,184.9766049006283,65881.7185375147,-1.0805578231811523,0.8106687769696742
3,4,sigmoid,50,0.1,16,164.99115972496972,56916.41926627541,-0.7974317073822021,0.8311247085721907
3,4,sigmoid,50,0.1,32,165.3719483694904,57110.0877330992,-0.803547739982605,0.8307349556095287
3,4,sigmoid,50,0.1,64,165.48006560914948,57165.0553613571,-0.8052836656570435,0.8306242931329074
3,4,sigmoid,50,0.1,128,164.93981231891382,56890.0192741025,-0.796597957611084,0.8311772647708149
3,4,sigmoid,50,0.1,256,165.08022786339077,56962.0396467365,-0.7988725900650024,0.831033543640337
3,4,sigmoid,50,0.1,512,165.01595482151308,56929.17851824745,-0.7978347539901733,0.8310993297630368
3,4,sigmoid,50,0.01,16,183.76139166721404,65430.56588703568,-1.066310167312622,0.811912598088829
3,4,sigmoid,50,0.01,32,183.7551130868143,65428.521552080354,-1.0662455558776855,0.8119190244761368
3,4,sigmoid,50,0.01,64,183.87580095034338,65474.185363878256,-1.067687749862671,0.811795495444889
3,4,sigmoid,50,0.01,128,183.97468107520368,65510.77390578288,-1.068843126296997,0.8116942875381743
3,4,sigmoid,50,0.01,256,182.57413810669897,64979.25693003741,-1.0520577430725098,0.8131278013237472
3,4,sigmoid,50,0.01,512,182.3725846224605,64905.42118403987,-1.0497260093688965,0.8133340996699483
3,4,sigmoid,50,0.001,16,185.22560306193074,65973.78021626972,-1.0834650993347168,0.8104139170297536
3,4,sigmoid,50,0.001,32,184.7276599129664,65789.5648815937,-1.0776474475860596,0.8109235824841695
3,4,sigmoid,50,0.001,64,184.04585884158232,65537.88925654067,-1.0696995258331299,0.8116214341437233
3,4,sigmoid,50,0.001,128,184.79841420600582,65815.81413547357,-1.0784764289855957,0.8108511625322357
3,4,sigmoid,50,0.001,256,184.57083396344382,65731.8018228955,-1.0758233070373535,0.8110841003444792
3,4,sigmoid,50,0.001,512,184.9422549595467,65868.72593649213,-1.0801475048065186,0.8107039355582941
3,4,sigmoid,50,0.0001,16,184.35932158833955,65653.90610225947,-1.0733630657196045,0.8113005920283116
3,4,sigmoid,50,0.0001,32,184.8506527323623,65835.14574127259,-1.0790867805480957,0.8107976942350437
3,4,sigmoid,50,0.0001,64,184.76492298104648,65803.37392290401,-1.0780837535858154,0.8108854421893076
3,4,sigmoid,50,0.0001,128,185.14238110783546,65943.0122278375,-1.082493543624878,0.8104990981496054
3,4,sigmoid,50,0.0001,256,185.4094881476498,66041.9443537598,-1.0856175422668457,0.8102257030218528
3,4,sigmoid,50,0.0001,512,185.63610235955758,66126.1864529129,-1.08827805519104,0.8099937539820291
3,4,sigmoid,100,0.1,16,152.19376919157074,49795.9914292266,-0.572567343711853,0.8442233682788427
3,4,sigmoid,100,0.1,32,152.35676512591996,49894.522532291565,-0.5756790637969971,0.8440565351832958
3,4,sigmoid,100,0.1,64,152.47101534414347,49962.448927262296,-0.5778238773345947,0.8439395953488809
3,4,sigmoid,100,0.1,128,152.3045518642465,49862.93358835213,-0.574681282043457,0.8441099776210373
3,4,sigmoid,100,0.1,256,152.25122449477604,49830.71399932038,-0.5736638307571411,0.8441645603942927
3,4,sigmoid,100,0.1,512,152.45676685614197,49953.95864361208,-0.577555775642395,0.843954179266999
3,4,sigmoid,100,0.01,16,178.95053420557937,63534.75116035033,-1.0064399242401123,0.8168367101273497
3,4,sigmoid,100,0.01,32,179.34555989222642,63702.453961039646,-1.0117361545562744,0.8164323849618972
3,4,sigmoid,100,0.01,64,179.38070272850635,63716.444169446964,-1.0121779441833496,0.8163964148121736
3,4,sigmoid,100,0.01,128,179.74549263983243,63866.14522993136,-1.0169055461883545,0.8160230372161388
3,4,sigmoid,100,0.01,256,179.7405934512135,63865.03383509266,-1.0168702602386475,0.8160280517387783
3,4,sigmoid,100,0.01,512,181.29439213463846,64490.20075193203,-1.0366132259368896,0.8144376743760098
3,4,sigmoid,100,0.001,16,184.10141721580464,65558.10592828951,-1.0703377723693848,0.8115645678446217
3,4,sigmoid,100,0.001,32,185.00585191655728,65892.35233494603,-1.0808935165405273,0.8106388414364818
3,4,sigmoid,100,0.001,64,184.293539645071,65629.01022133853,-1.0725769996643066,0.811367922574134
3,4,sigmoid,100,0.001,128,184.44370958349649,65684.10355089276,-1.0743169784545898,0.8112142174170968
3,4,sigmoid,100,0.001,256,185.0749292780267,65917.38382723925,-1.0816841125488281,0.8105681378935243
3,4,sigmoid,100,0.001,512,185.04578048711423,65906.92583408285,-1.0813539028167725,0.8105979728893407
3,4,sigmoid,100,0.0001,16,184.56362525041035,65729.14243574448,-1.0757393836975098,0.8110914787610948
3,4,sigmoid,100,0.0001,32,184.57552416617494,65733.27551113225,-1.0758697986602783,0.8110792997275589
3,4,sigmoid,100,0.0001,64,184.93379917395515,65865.84975862558,-1.0800566673278809,0.8107125904053684
3,4,sigmoid,100,0.0001,128,184.73200421141604,65791.28608748138,-1.0777018070220947,0.8109191359146202
3,4,sigmoid,100,0.0001,256,184.89731941006272,65852.47961322713,-1.079634189605713,0.8107499289559235
3,4,sigmoid,100,0.0001,512,185.59541368671404,66110.77780047536,-1.0877914428710938,0.8100354005253695
3,4,sigmoid,250,0.1,16,135.45870483538909,37541.64340361871,-0.18557238578796387,0.8613524003731944
3,4,sigmoid,250,0.1,32,135.45218794310188,37534.775492349654,-0.18535566329956055,0.8613590706825979
3,4,sigmoid,250,0.1,64,135.44806552619187,37529.35300849519,-0.18518435955047607,0.8613632901471936
3,4,sigmoid,250,0.1,128,135.27121888260572,37320.56660789227,-0.17859089374542236,0.8615443000178038
3,4,sigmoid,250,0.1,256,135.2974499218483,37350.166943701974,-0.17952561378479004,0.8615174514617725
3,4,sigmoid,250,0.1,512,135.38647906058677,37457.35524510006,-0.18291056156158447,0.8614263264477106
3,4,sigmoid,250,0.01,16,173.43160964869244,61048.52514665981,-0.9279245138168335,0.82248555818967
3,4,sigmoid,250,0.01,32,173.56005339079266,61108.770848340246,-0.929827094078064,0.8223540906951968
