layers,neurons,activation,epochs,lr,batch_size,mae,mse,r2,accuracy
2,4,linear,50,0.1,256,105.83781208830132,19846.64731094209,0.3732389807701111,0.891670611987409
2,4,linear,50,0.1,512,104.50244343212202,19809.270237507648,0.37441933155059814,0.8930374171626182
2,4,linear,50,0.01,16,178.8925183715837,60473.62935760568,-0.9097691774368286,0.8168960917383995
2,4,linear,50,0.01,32,176.3712074043775,56708.88286611484,-0.7908775806427002,0.8194767580303198
2,4,linear,50,0.01,64,178.33891091142513,58872.33732374814,-0.8592000007629395,0.8174627319227993
2,4,linear,50,0.01,128,178.68599047140572,59488.07786421847,-0.8786450624465942,0.8171074816055213
2,4,linear,50,0.01,256,177.77662913437388,59403.17503960235,-0.8759640455245972,0.8180382506301189
2,4,linear,50,0.01,512,180.15875489017802,60950.24961247459,-0.9248208999633789,0.8156000461717727
2,4,linear,50,0.001,16,185.14025724752537,65934.11998574853,-1.0822126865386963,0.8105012720086742
2,4,linear,50,0.001,32,184.78806869087632,65790.61284400402,-1.0776805877685547,0.8108617515958277
2,4,linear,50,0.001,64,184.16265042499566,65543.26845935587,-1.0698695182800293,0.8115018931166882
2,4,linear,50,0.001,128,185.26236443307948,65965.06867242476,-1.0831899642944336,0.810376290242498
2,4,linear,50,0.001,256,185.11142457805153,65910.86822129316,-1.0814781188964844,0.8105307834410936
2,4,linear,50,0.001,512,184.465774708435,65679.8856151005,-1.074183702468872,0.8111916328470471
2,4,linear,50,0.0001,16,184.55706969506704,65743.66440878484,-1.076197862625122,0.811098188643739
2,4,linear,50,0.0001,32,185.42716566842773,66049.22337151133,-1.0858476161956787,0.8102076093465428
2,4,linear,50,0.0001,64,184.8135574535157,65856.52779844921,-1.0797619819641113,0.8108356627906697
2,4,linear,50,0.0001,128,185.11076406661905,65922.47855921318,-1.0818448066711426,0.8105314595019253
2,4,linear,50,0.0001,256,185.41073989276575,66029.29117539088,-1.0852179527282715,0.8102244218088375
2,4,linear,50,0.0001,512,184.6707458444094,65756.5345966234,-1.0766043663024902,0.8109818363926209
2,4,linear,100,0.1,16,104.6971458782055,19375.858534918403,0.3881065845489502,0.8928381311379677
2,4,linear,100,0.1,32,104.79747741389055,19387.49340775855,0.3877391219139099,0.8927354376521079
2,4,linear,100,0.1,64,104.70478556444922,19379.58710806469,0.3879888653755188,0.8928303116024061
2,4,linear,100,0.1,128,104.7264322085334,19390.858687219457,0.3876328468322754,0.8928081553648584
2,4,linear,100,0.1,256,104.70145598904448,19383.925998787654,0.3878517746925354,0.8928337195608552
2,4,linear,100,0.1,512,104.76504535868473,19378.46253146779,0.38802433013916016,0.892768633205031
2,4,linear,100,0.01,16,144.8656106092147,36434.6845853131,-0.15061450004577637,0.8517240423651845
2,4,linear,100,0.01,32,149.8250744890066,38395.648255997236,-0.21254217624664307,0.8466478254974343
2,4,linear,100,0.01,64,152.91061781519988,39770.228344457966,-0.2559516429901123,0.8434896439967248
2,4,linear,100,0.01,128,147.8142483615251,37515.15835743944,-0.18473613262176514,0.8487059893945496
2,4,linear,100,0.01,256,153.86435073012245,40544.670011418755,-0.2804086208343506,0.842513458822802
2,4,linear,100,0.01,512,149.1699221758354,38074.17674857497,-0.20238995552062988,0.8473184010482749
2,4,linear,100,0.001,16,185.1178121654825,65751.4846143341,-1.0764448642730713,0.8105242454805707
2,4,linear,100,0.001,32,184.30029066917416,65504.865495379796,-1.0686566829681396,0.8113610126211114
2,4,linear,100,0.001,64,184.7523920623054,65630.61176537095,-1.0726275444030762,0.8108982681040886
2,4,linear,100,0.001,128,184.68188091262027,65679.24789771088,-1.0741634368896484,0.8109704391887202
2,4,linear,100,0.001,256,184.5040664991216,65567.45938510461,-1.0706331729888916,0.8111524396119534
2,4,linear,100,0.001,512,183.96119815530417,65393.858240095185,-1.0651507377624512,0.8117080878656047
2,4,linear,100,0.0001,16,184.75488007233892,65764.73331612385,-1.0768632888793945,0.8108957215226827
2,4,linear,100,0.0001,32,185.3001944893956,65987.57375935254,-1.0839004516601562,0.8103375696116728
2,4,linear,100,0.0001,64,185.1640766718038,65940.8108765029,-1.0824239253997803,0.8104768918405283
2,4,linear,100,0.0001,128,184.41536523319428,65691.66349331051,-1.0745556354522705,0.8112432290346016
2,4,linear,100,0.0001,256,185.0341936022585,65903.09163136811,-1.0812325477600098,0.8106098325463065
2,4,linear,100,0.0001,512,184.918632092816,65845.35023925261,-1.079409122467041,0.8107281145416417
2,4,linear,250,0.1,16,104.8054996436018,19381.113412913277,0.38794058561325073,0.8927272265674495
2,4,linear,250,0.1,32,104.80905899144838,19383.617516135535,0.3878614902496338,0.8927235834273815
2,4,linear,250,0.1,64,104.80655243035976,19381.83453146039,0.38791781663894653,0.8927261489965611
2,4,linear,250,0.1,128,104.8077386703055,19382.701923689398,0.38789045810699463,0.892724934830803
2,4,linear,250,0.1,256,104.80691084101093,19382.04938331845,0.3879110813140869,0.8927257821484024
2,4,linear,250,0.1,512,104.8069513876364,19382.111120539514,0.38790905475616455,0.8927257406472504
2,4,linear,250,0.01,16,104.75104257755916,19381.78343833774,0.38791942596435547,0.8927829656319763
2,4,linear,250,0.01,32,104.76114666825471,19389.29941170938,0.38768208026885986,0.8927726236763002
2,4,linear,250,0.01,64,104.77316572802663,19389.253313994235,0.38768357038497925,0.8927603216703924
2,4,linear,250,0.01,128,104.75281276254645,19385.382149250465,0.3878058195114136,0.8927811537742616
2,4,linear,250,0.01,256,104.76346670259197,19388.408486714325,0.38771021366119385,0.8927702490249826
2,4,linear,250,0.01,512,104.76552903091469,19393.36122752693,0.3875538110733032,0.8927681381464537
2,4,linear,250,0.001,16,182.88231543524745,63863.750927432775,-1.0168299674987793,0.8128123690529709
2,4,linear,250,0.001,32,182.44823325498584,63469.690772618334,-1.004385232925415,0.8132566701586634
2,4,linear,250,0.001,64,181.60972440355084,63137.884762946494,-0.9939069747924805,0.8141149187271741
2,4,linear,250,0.001,128,180.84683922031772,62724.4484475343,-0.9808504581451416,0.81489576333642
2,4,linear,250,0.001,256,182.97916709538657,63744.945427905775,-1.013077974319458,0.8127132373639852
2,4,linear,250,0.001,512,181.80673598286336,63384.11177218403,-1.0016827583312988,0.8139132692089424
2,4,linear,250,0.0001,16,184.47648978534275,65679.69129973646,-1.0741777420043945,0.8111806655216554
2,4,linear,250,0.0001,32,185.23212731249794,65965.94098147195,-1.0832173824310303,0.8104072391888455
2,4,linear,250,0.0001,64,185.2393686085515,65977.75980979986,-1.0835907459259033,0.8103998274221581
2,4,linear,250,0.0001,128,184.41170852199642,65650.54296939963,-1.0732569694519043,0.8112469718300958
2,4,linear,250,0.0001,256,185.29635899460803,65925.75191783816,-1.0819482803344727,0.8103414953995823
2,4,linear,250,0.0001,512,185.12002547113363,65953.83694689335,-1.0828354358673096,0.8105219800704876
2,4,sigmoid,1,0.1,16,184.95798877497836,65872.66641319235,-1.0802717208862305,0.8106878313459791
2,4,sigmoid,1,0.1,32,184.33280337803382,65643.33064370166,-1.0730295181274414,0.8113277345158303
2,4,sigmoid,1,0.1,64,185.41159535434323,66041.80958436862,-1.085613489151001,0.8102235462084512
2,4,sigmoid,1,0.1,128,184.4964999822499,65699.05818766396,-1.07478928565979,0.8111601842556295
2,4,sigmoid,1,0.1,256,184.225929686043,65603.78697612727,-1.0717806816101074,0.8114371241698639
2,4,sigmoid,1,0.1,512,184.19730621792368,65587.91642871147,-1.0712792873382568,0.8114664214760249
2,4,sigmoid,1,0.01,16,185.35124611424152,66021.4247956777,-1.0849695205688477,0.8102853161573782
2,4,sigmoid,1,0.01,32,185.56346390018254,66098.63556123452,-1.0874080657958984,0.8100681024563127
2,4,sigmoid,1,0.01,64,185.2773441190738,65992.22015245963,-1.0840473175048828,0.8103609579129234
2,4,sigmoid,1,0.01,128,185.22720500168802,65973.71149427402,-1.0834629535675049,0.8104122773780061
2,4,sigmoid,1,0.01,256,184.9178404322085,65860.28320959695,-1.079880714416504,0.8107289248390905
2,4,sigmoid,1,0.01,512,185.27670308314822,65992.94184907229,-1.0840702056884766,0.8103616140397665
2,4,sigmoid,1,0.001,16,185.46021982405006,66060.46438364529,-1.086202621459961,0.8101737770480553
2,4,sigmoid,1,0.001,32,185.16797962870504,65952.89332337669,-1.0828053951263428,0.8104728970023489
2,4,sigmoid,1,0.001,64,185.21933092734207,65971.93815791965,-1.083406925201416,0.8104203368195066
2,4,sigmoid,1,0.001,128,185.2119223896384,65968.86238069985,-1.0833096504211426,0.8104279197649555
2,4,sigmoid,1,0.001,256,185.4527150382244,66057.09999880801,-1.0860960483551025,0.8101814585074469
2,4,sigmoid,1,0.001,512,185.7929354014756,66186.38631570444,-1.090179204940796,0.8098332288623586
2,4,sigmoid,1,0.0001,16,184.65520587734133,65762.82942544362,-1.076803207397461,0.8109977421931
2,4,sigmoid,1,0.0001,32,184.8698221688835,65841.28775995669,-1.0792808532714844,0.8107780735221254
2,4,sigmoid,1,0.0001,64,185.39735575421565,66040.01255257589,-1.0855567455291748,0.810238121029462
2,4,sigmoid,1,0.0001,128,184.84192598008383,65832.27526142365,-1.078996181488037,0.8108066264277545
2,4,sigmoid,1,0.0001,256,185.44536330751535,66056.16847747998,-1.0860669612884521,0.810188983308582
2,4,sigmoid,1,0.0001,512,185.53473208916682,66088.10008538,-1.0870752334594727,0.8100975106559193
2,4,sigmoid,10,0.1,16,179.6803555415881,63832.478927248674,-1.0158421993255615,0.8160897077363479
2,4,sigmoid,10,0.1,32,183.26937278841115,65253.26741278476,-1.0607109069824219,0.8124161998071534
2,4,sigmoid,10,0.1,64,180.05580542112247,63981.56524814145,-1.0205504894256592,0.8157054192209596
2,4,sigmoid,10,0.1,128,180.17302730936726,64021.24201278259,-1.021803379058838,0.8155854377590919
2,4,sigmoid,10,0.1,256,179.66832892680745,63803.70404093136,-1.0149335861206055,0.8161020174751203
2,4,sigmoid,10,0.1,512,182.77392123257195,65071.74588486787,-1.054978609085083,0.8129233150127206
2,4,sigmoid,10,0.01,16,185.5865381693744,66106.10795894732,-1.0876438617706299,0.8100444849852872
2,4,sigmoid,10,0.01,32,185.01144695539622,65892.04760833718,-1.0808839797973633,0.8106331146822966
2,4,sigmoid,10,0.01,64,184.68484500436364,65770.30165892995,-1.0770390033721924,0.8109674053179492
2,4,sigmoid,10,0.01,128,185.108809205966,65928.69678291459,-1.0820412635803223,0.8105334603828394
2,4,sigmoid,10,0.01,256,184.97570604656934,65879.01525319854,-1.0804722309112549,0.8106696969840641
2,4,sigmoid,10,0.01,512,184.8873563294135,65845.61170924238,-1.0794174671173096,0.8107601265819718
2,4,sigmoid,10,0.001,16,184.9070930969746,65857.02845721123,-1.0797779560089111,0.8107399251822164
2,4,sigmoid,10,0.001,32,184.57299032887943,65732.6915828992,-1.0758514404296875,0.8110818932150672
2,4,sigmoid,10,0.001,64,184.99602896361787,65888.98843804952,-1.0807874202728271,0.8106488956360104
2,4,sigmoid,10,0.001,128,185.47997947133246,66067.20316718529,-1.0864152908325195,0.8101535522299566
2,4,sigmoid,10,0.001,256,184.06546212845964,65545.14055462035,-1.0699284076690674,0.8116013693669809
2,4,sigmoid,10,0.001,512,184.9172197800254,65859.42427979725,-1.0798535346984863,0.8107295601023281
2,4,sigmoid,10,0.0001,16,185.39963673771936,66038.9936436492,-1.085524559020996,0.8102357863482913
2,4,sigmoid,10,0.0001,32,184.79764802632607,65814.69193470707,-1.0784409046173096,0.8108519467488986
2,4,sigmoid,10,0.0001,64,185.04115836294872,65904.78732259825,-1.0812864303588867,0.8106027038250269
2,4,sigmoid,10,0.0001,128,184.597344767418,65741.2305160714,-1.0761210918426514,0.8110569654376478
2,4,sigmoid,10,0.0001,256,184.7386883314703,65794.43631303826,-1.07780122756958,0.810912294440665
2,4,sigmoid,10,0.0001,512,185.48289948827892,66069.7485055985,-1.0864956378936768,0.8101505634715671
2,4,sigmoid,25,0.1,16,173.91345892457338,61271.08158036945,-0.934952974319458,0.8219923654815011
2,4,sigmoid,25,0.1,32,173.43947366246968,61052.47328347606,-0.9280492067337036,0.8224775090455786
2,4,sigmoid,25,0.1,64,175.8355206913723,62157.70694467643,-0.962952733039856,0.8200250555871318
2,4,sigmoid,25,0.1,128,173.92853497608348,61277.39107052214,-0.9351520538330078,0.8219769345178265
2,4,sigmoid,25,0.1,256,172.82036524647535,60760.42909920691,-0.9188263416290283,0.8231111921735155
2,4,sigmoid,25,0.1,512,174.33242994649774,61466.111127067925,-0.9411119222640991,0.8215635312727761
2,4,sigmoid,25,0.01,16,184.05150123815062,65528.3954285701,-1.0693995952606201,0.811615658916939
2,4,sigmoid,25,0.01,32,184.51700020909,65710.03070506046,-1.0751357078552246,0.811139201423654
2,4,sigmoid,25,0.01,64,184.13769639598075,65568.96817259528,-1.070680856704712,0.811527434599815
2,4,sigmoid,25,0.01,128,184.26173927663248,65614.52142899267,-1.0721194744110107,0.8114004715694652
2,4,sigmoid,25,0.01,256,184.70858518732123,65775.39113952166,-1.077199935913086,0.8109431062565802
2,4,sigmoid,25,0.01,512,183.92094656135737,65487.296710621486,-1.0681016445159912,0.8117492870405759
2,4,sigmoid,25,0.001,16,184.69965870507806,65777.91398781931,-1.0772795677185059,0.8109522428811893
2,4,sigmoid,25,0.001,32,184.86477204900066,65839.65648041999,-1.0792293548583984,0.8107832425291702
2,4,sigmoid,25,0.001,64,185.05833589922213,65911.15313121304,-1.0814871788024902,0.8105851219045833
2,4,sigmoid,25,0.001,128,185.2480019975938,65981.55863534877,-1.0837106704711914,0.8103909907905897
2,4,sigmoid,25,0.001,256,184.78899713284127,65811.35524338175,-1.0783355236053467,0.8108608012969895
2,4,sigmoid,25,0.001,512,184.38759328279178,65663.61975628593,-1.0736701488494873,0.8112716547770811
2,4,sigmoid,25,0.0001,16,185.29156892041925,65998.73966844709,-1.0842533111572266,0.8103463982390796
2,4,sigmoid,25,0.0001,32,184.8545124643451,65837.07014905477,-1.0791475772857666,0.8107937436393602
2,4,sigmoid,25,0.0001,64,184.7896304262461,65813.7853278257,-1.0784125328063965,0.8108601530949374
2,4,sigmoid,25,0.0001,128,184.6806793916366,65771.0574021816,-1.0770628452301025,0.8109716689952542
2,4,sigmoid,25,0.0001,256,185.47213690303548,66064.95057841484,-1.0863440036773682,0.8101615794237098
2,4,sigmoid,25,0.0001,512,185.1435976605841,65943.37563019138,-1.0825047492980957,0.8104978529574369
2,4,sigmoid,50,0.1,16,164.96882081388466,56904.94015206339,-0.7970691919326782,0.8311475733737107
2,4,sigmoid,50,0.1,32,165.0786757403331,56961.34049569465,-0.7988505363464355,0.8310351323026273
2,4,sigmoid,50,0.1,64,164.97895539835764,56910.28428171488,-0.7972379922866821,0.8311372002063893
2,4,sigmoid,50,0.1,128,164.8647223396872,56851.44193412513,-0.7953797578811646,0.8312541224772905
2,4,sigmoid,50,0.1,256,164.76807189783375,56801.96473182088,-0.793817400932312,0.8313530482110197
2,4,sigmoid,50,0.1,512,164.63581137443165,56734.075479982705,-0.7916733026504517,0.8314884223393739
2,4,sigmoid,50,0.01,16,183.89811787935204,65477.072476403286,-1.0677788257598877,0.8117726531429355
2,4,sigmoid,50,0.01,32,182.69288739819248,65014.63946804234,-1.0531752109527588,0.8130062565013383
2,4,sigmoid,50,0.01,64,181.72165150033317,64619.89260346894,-1.0407090187072754,0.8140003567038555
2,4,sigmoid,50,0.01,128,183.55801759421894,65352.14413697644,-1.063833475112915,0.8121207598830922
2,4,sigmoid,50,0.01,256,183.29574914878475,65237.900600987574,-1.0602257251739502,0.8123892025089204
2,4,sigmoid,50,0.01,512,181.5952502399923,64595.23028024618,-1.0399301052093506,0.81412973363358
2,4,sigmoid,50,0.001,16,185.09827616740495,65926.81897337521,-1.081982135772705,0.8105442413844371
2,4,sigmoid,50,0.001,32,184.4597846027485,65691.12912412353,-1.0745389461517334,0.8111977639685276
2,4,sigmoid,50,0.001,64,184.96327682186703,65872.79085052543,-1.080275535583496,0.810682418810781
2,4,sigmoid,50,0.001,128,184.34709626840913,65648.22662397902,-1.0731840133666992,0.8113131051500418
2,4,sigmoid,50,0.001,256,185.52637693615173,66084.20924460751,-1.0869522094726562,0.8101060625013801
2,4,sigmoid,50,0.001,512,184.39050888258993,65661.64148226996,-1.0736074447631836,0.8112686705398261
2,4,sigmoid,50,0.0001,16,185.4111966604862,66042.81809311334,-1.0856451988220215,0.8102239542881411
2,4,sigmoid,50,0.0001,32,185.27458063612067,65992.77641290703,-1.0840649604797363,0.8103637864522818
2,4,sigmoid,50,0.0001,64,184.61756042095269,65749.41319154252,-1.0763795375823975,0.8110362738782471
2,4,sigmoid,50,0.0001,128,184.68318739137317,65771.93935297476,-1.0770909786224365,0.8109691019535586
2,4,sigmoid,50,0.0001,256,185.5368810835004,66088.29730502467,-1.0870814323425293,0.8100953110711357
2,4,sigmoid,50,0.0001,512,185.0410442573326,65905.1791435723,-1.081298589706421,0.8106028206168551
2,4,sigmoid,100,0.1,16,152.01366722734667,49767.56789470778,-0.5716695785522461,0.84440771010507
2,4,sigmoid,100,0.1,32,152.06789587940528,49720.674918800796,-0.5701886415481567,0.8443522048317244
2,4,sigmoid,100,0.1,64,151.77236777153058,49555.651178871136,-0.5649771690368652,0.8446546901007875
2,4,sigmoid,100,0.1,128,152.33739392419955,49883.15459159426,-0.575319766998291,0.8440763624112594
2,4,sigmoid,100,0.1,256,152.37562350326908,49910.51877591863,-0.5761840343475342,0.8440372328523347
2,4,sigmoid,100,0.1,512,152.50897218882008,49985.713341049464,-0.5785586833953857,0.843900744944913
2,4,sigmoid,100,0.01,16,181.44247912880465,64529.93055405621,-1.037867784500122,0.814286101198767
2,4,sigmoid,100,0.01,32,179.552641674619,63768.79770954411,-1.0138311386108398,0.8162204281733685
2,4,sigmoid,100,0.01,64,180.6562565783225,64214.58685051923,-1.027909278869629,0.8150908325708061
2,4,sigmoid,100,0.01,128,179.90492426471138,63919.52592128908,-1.0185911655426025,0.8158598523390876
2,4,sigmoid,100,0.01,256,180.01503367734037,63967.35657253481,-1.02010178565979,0.8157471507908491
2,4,sigmoid,100,0.01,512,179.04987235914302,63566.305733007735,-1.0074365139007568,0.8167350334092702
2,4,sigmoid,100,0.001,16,184.57588832168673,65731.39802741187,-1.075810432434082,0.8110789269992971
2,4,sigmoid,100,0.001,32,184.7076950990118,65779.06901102565,-1.0773160457611084,0.810944017298862
2,4,sigmoid,100,0.001,64,184.4174595044795,65668.9203915826,-1.0738372802734375,0.8112410854611264
2,4,sigmoid,100,0.001,128,185.15955070956633,65949.36168498834,-1.0826938152313232,0.810481524350495
2,4,sigmoid,100,0.001,256,183.84501793888003,65461.687627848456,-1.0672929286956787,0.8118270031331831
2,4,sigmoid,100,0.001,512,184.0652382086075,65544.84614483295,-1.0699191093444824,0.8116015985582319
2,4,sigmoid,100,0.0001,16,184.26823342839305,65619.97638417629,-1.0722918510437012,0.8113938245359335
2,4,sigmoid,100,0.0001,32,184.8379412244478,65829.40047322647,-1.0789055824279785,0.8108107049903298
2,4,sigmoid,100,0.0001,64,184.54597767977467,65722.57767289745,-1.0755319595336914,0.8111095417811928
2,4,sigmoid,100,0.0001,128,185.30623180725289,66002.51337132347,-1.0843725204467773,0.8103313901665784
2,4,sigmoid,100,0.0001,256,185.43278816849062,66050.25305023936,-1.0858800411224365,0.8102018544846565
2,4,sigmoid,100,0.0001,512,185.0084462190525,65892.71629530858,-1.0809049606323242,0.8106361860603353
2,4,sigmoid,250,0.1,16,115.63590086398108,34580.68305098118,-0.0920647382736206,0.8816418619611248
2,4,sigmoid,250,0.1,32,114.97962669837872,34315.859766995236,-0.08370161056518555,0.8823135857744332
2,4,sigmoid,250,0.1,64,115.78784484281638,34671.43486308483,-0.09493076801300049,0.881486341000188
2,4,sigmoid,250,0.1,128,115.46322573671681,34462.873838883446,-0.08834433555603027,0.8818186021118559
2,4,sigmoid,250,0.1,256,115.96944075102635,34765.85991516554,-0.09791266918182373,0.8813004700603619
2,4,sigmoid,250,0.1,512,115.54535219337367,34601.91894359858,-0.0927354097366333,0.8817345422790444
2,4,sigmoid,250,0.01,16,173.60436813905406,61129.02523836961,-0.9304665327072144,0.822308732713353
