layers,neurons,activation,epochs,lr,batch_size,mae,mse,r2,accuracy
1,4,sigmoid,100,0.1,32,150.07178881006493,49536.06498065296,-0.5643587112426758,0.8463953031626766
1,4,sigmoid,100,0.1,64,150.11899657079348,49070.23210123267,-0.5496476888656616,0.8463469840626474
1,4,sigmoid,100,0.1,128,150.45329848971,49578.37748399306,-0.5656949281692505,0.8460048121906756
1,4,sigmoid,100,0.1,256,149.84654089386635,49228.16779782255,-0.5546352863311768,0.8466258537422043
1,4,sigmoid,100,0.1,512,149.95647744506905,49453.50168286204,-0.5617513656616211,0.8465133291248014
1,4,sigmoid,100,0.01,16,180.05929427087239,63668.50246737507,-1.0106637477874756,0.8157018482386158
1,4,sigmoid,100,0.01,32,180.76199170995088,64068.43173942347,-1.0232934951782227,0.8149826082805006
1,4,sigmoid,100,0.01,64,181.93608234941067,64651.2498078686,-1.0416991710662842,0.8137808778409308
1,4,sigmoid,100,0.01,128,182.03662820765695,64623.36718141865,-1.040818691253662,0.8136779649870451
1,4,sigmoid,100,0.01,256,181.6959643388302,64417.162555429306,-1.034306526184082,0.8140266485784747
1,4,sigmoid,100,0.01,512,182.25074259650447,64761.95715133834,-1.0451953411102295,0.8134588100342841
1,4,sigmoid,100,0.001,16,185.01597710391474,65861.02236829231,-1.0799040794372559,0.8106284778874977
1,4,sigmoid,100,0.001,32,183.93300088241233,65452.26059618736,-1.0669951438903809,0.8117369489432832
1,4,sigmoid,100,0.001,64,185.00145382017018,65869.9138066237,-1.0801846981048584,0.8106433430704502
1,4,sigmoid,100,0.001,128,184.74749581389756,65784.69226538159,-1.07749342918396,0.8109032796173004
1,4,sigmoid,100,0.001,256,184.41078095026614,65625.4156045213,-1.0724637508392334,0.8112479212382128
1,4,sigmoid,100,0.001,512,184.8510928197407,65812.08576487751,-1.0783586502075195,0.8107972437873687
1,4,sigmoid,100,0.0001,16,184.95134157249308,65860.4545077269,-1.0798859596252441,0.8106946350332722
1,4,sigmoid,100,0.0001,32,184.4025578223366,65668.155061505,-1.0738134384155273,0.8112563379505255
1,4,sigmoid,100,0.0001,64,184.87116849251407,65841.42316723276,-1.079284906387329,0.8107766955040798
1,4,sigmoid,100,0.0001,128,184.84058940861163,65838.29795806315,-1.0791864395141602,0.8108079944640618
1,4,sigmoid,100,0.0001,256,184.52831847868833,65711.89054786992,-1.0751943588256836,0.811127616705539
1,4,sigmoid,100,0.0001,512,184.74183024892582,65803.06436826917,-1.0780737400054932,0.8109090785579061
1,4,sigmoid,250,0.1,16,115.4275264674144,33854.03408559009,-0.06911718845367432,0.881855141793844
1,4,sigmoid,250,0.1,32,115.03491172691758,33668.34140069585,-0.06325280666351318,0.8822569992559697
1,4,sigmoid,250,0.1,64,115.33993245652685,33799.6664633716,-0.06740009784698486,0.8819447978950595
1,4,sigmoid,250,0.1,128,116.50099603929509,34555.407110788125,-0.09126675128936768,0.8807564011880296
1,4,sigmoid,250,0.1,256,115.63146741316152,33959.79321047406,-0.072456955909729,0.8816463997818204
