hidden_layers,activation,epochs,learning_rate,batch_size,accuracy
[4],relu,50,0.0001,512,0.29853658536585365
[4],relu,100,10.0,16,0.7551219512195122
[4],relu,100,10.0,32,0.4868292682926829
[4],relu,100,10.0,64,0.5131707317073171
[4],relu,100,10.0,128,0.5131707317073171
[4],relu,100,10.0,256,0.5131707317073171
[4],relu,100,10.0,512,0.5131707317073171
[4],relu,100,1.0,16,0.6770731707317074
[4],relu,100,1.0,32,0.6839024390243903
[4],relu,100,1.0,64,0.8097560975609757
[4],relu,100,1.0,128,0.7775609756097561
[4],relu,100,1.0,256,0.7678048780487805
[4],relu,100,1.0,512,0.6751219512195122
[4],relu,100,0.1,16,0.911219512195122
[4],relu,100,0.1,32,0.9004878048780488
[4],relu,100,0.1,64,0.9102439024390244
[4],relu,100,0.1,128,0.8887804878048781
[4],relu,100,0.1,256,0.8370731707317073
[4],relu,100,0.1,512,0.8195121951219512
[4],relu,100,0.01,16,0.9453658536585365
[4],relu,100,0.01,32,0.904390243902439
[4],relu,100,0.01,64,0.9024390243902439
[4],relu,100,0.01,128,0.8721951219512195
[4],relu,100,0.01,256,0.8673170731707317
[4],relu,100,0.01,512,0.8380487804878048
[4],relu,100,0.001,16,0.8985365853658537
[4],relu,100,0.001,32,0.8917073170731707
[4],relu,100,0.001,64,0.8731707317073171
[4],relu,100,0.001,128,0.8468292682926829
[4],relu,100,0.001,256,0.8448780487804878
[4],relu,100,0.001,512,0.7404878048780488
[4],relu,100,0.0001,16,0.8458536585365853
[4],relu,100,0.0001,32,0.8195121951219512
[4],relu,100,0.0001,64,0.8370731707317073
[4],relu,100,0.0001,128,0.72
[4],relu,100,0.0001,256,0.45463414634146343
[4],relu,100,0.0001,512,0.5795121951219512
[4],relu,250,10.0,16,0.2819512195121951
[4],relu,250,10.0,32,0.7687804878048781
[4],relu,250,10.0,64,0.7941463414634147
[4],relu,250,10.0,128,0.7551219512195122
[4],relu,250,10.0,256,0.4868292682926829
[4],relu,250,10.0,512,0.8009756097560976
[4],relu,250,1.0,16,0.5385365853658537
[4],relu,250,1.0,32,0.7395121951219512
[4],relu,250,1.0,64,0.7873170731707317
[4],relu,250,1.0,128,0.8146341463414634
[4],relu,250,1.0,256,0.7375609756097561
[4],relu,250,1.0,512,0.4868292682926829
[4],relu,250,0.1,16,0.8624390243902439
[4],relu,250,0.1,32,0.8946341463414634
[4],relu,250,0.1,64,0.8985365853658537
[4],relu,250,0.1,128,0.833170731707317
[4],relu,250,0.1,256,0.8819512195121951
[4],relu,250,0.1,512,0.8565853658536585
[4],relu,250,0.01,16,0.9385365853658536
[4],relu,250,0.01,32,0.9190243902439025
[4],relu,250,0.01,64,0.9482926829268292
[4],relu,250,0.01,128,0.9141463414634147
[4],relu,250,0.01,256,0.9014634146341464
[4],relu,250,0.01,512,0.8721951219512195
[4],relu,250,0.001,16,0.9131707317073171
[4],relu,250,0.001,32,0.8907317073170732
[4],relu,250,0.001,64,0.8897560975609756
[4],relu,250,0.001,128,0.8741463414634146
[4],relu,250,0.001,256,0.8595121951219512
[4],relu,250,0.001,512,0.8146341463414634
[4],relu,250,0.0001,16,0.8517073170731707
[4],relu,250,0.0001,32,0.871219512195122
[4],relu,250,0.0001,64,0.8273170731707317
[4],relu,250,0.0001,128,0.7678048780487805
[4],relu,250,0.0001,256,0.5239024390243903
[4],relu,250,0.0001,512,0.5180487804878049
[4],softmax,1,10.0,16,0.5131707317073171
[4],softmax,1,10.0,32,0.7619512195121951
[4],softmax,1,10.0,64,0.7892682926829269
[4],softmax,1,10.0,128,0.7824390243902439
[4],softmax,1,10.0,256,0.5131707317073171
[4],softmax,1,10.0,512,0.5131707317073171
[4],softmax,1,1.0,16,0.8234146341463414
[4],softmax,1,1.0,32,0.8409756097560975
[4],softmax,1,1.0,64,0.864390243902439
[4],softmax,1,1.0,128,0.8604878048780488
[4],softmax,1,1.0,256,0.8702439024390244
[4],softmax,1,1.0,512,0.8136585365853658
[4],softmax,1,0.1,16,0.8624390243902439
[4],softmax,1,0.1,32,0.871219512195122
[4],softmax,1,0.1,64,0.8536585365853658
[4],softmax,1,0.1,128,0.8478048780487805
[4],softmax,1,0.1,256,0.8
[4],softmax,1,0.1,512,0.7853658536585366
[4],softmax,1,0.01,16,0.8517073170731707
[4],softmax,1,0.01,32,0.833170731707317
[4],softmax,1,0.01,64,0.7336585365853658
[4],softmax,1,0.01,128,0.5131707317073171
[4],softmax,1,0.01,256,0.5160975609756098
[4],softmax,1,0.01,512,0.577560975609756
[4],softmax,1,0.001,16,0.584390243902439
[4],softmax,1,0.001,32,0.4897560975609756
[4],softmax,1,0.001,64,0.5697560975609756
[4],softmax,1,0.001,128,0.5131707317073171
[4],softmax,1,0.001,256,0.5102439024390244
[4],softmax,1,0.001,512,0.5131707317073171
[4],softmax,1,0.0001,16,0.4868292682926829
[4],softmax,1,0.0001,32,0.46146341463414636
[4],softmax,1,0.0001,64,0.5570731707317074
[4],softmax,1,0.0001,128,0.504390243902439
[4],softmax,1,0.0001,256,0.4868292682926829
[4],softmax,1,0.0001,512,0.4868292682926829
[4],softmax,10,10.0,16,0.5131707317073171
[4],softmax,10,10.0,32,0.6780487804878049
[4],softmax,10,10.0,64,0.5131707317073171
[4],softmax,10,10.0,128,0.8126829268292682
[4],softmax,10,10.0,256,0.5131707317073171
[4],softmax,10,10.0,512,0.7824390243902439
[4],softmax,10,1.0,16,0.791219512195122
[4],softmax,10,1.0,32,0.8858536585365854
[4],softmax,10,1.0,64,0.88
[4],softmax,10,1.0,128,0.8760975609756098
[4],softmax,10,1.0,256,0.88
[4],softmax,10,1.0,512,0.7463414634146341
[4],softmax,10,0.1,16,0.8809756097560976
[4],softmax,10,0.1,32,0.8985365853658537
[4],softmax,10,0.1,64,0.9063414634146342
[4],softmax,10,0.1,128,0.8751219512195122
[4],softmax,10,0.1,256,0.8312195121951219
[4],softmax,10,0.1,512,0.8360975609756097
[4],softmax,10,0.01,16,0.8975609756097561
[4],softmax,10,0.01,32,0.8595121951219512
[4],softmax,10,0.01,64,0.8663414634146341
[4],softmax,10,0.01,128,0.8517073170731707
[4],softmax,10,0.01,256,0.8009756097560976
[4],softmax,10,0.01,512,0.6526829268292683
[4],softmax,10,0.001,16,0.8360975609756097
[4],softmax,10,0.001,32,0.7960975609756098
[4],softmax,10,0.001,64,0.7590243902439024
[4],softmax,10,0.001,128,0.5482926829268293
[4],softmax,10,0.001,256,0.4868292682926829
[4],softmax,10,0.001,512,0.5131707317073171
[4],softmax,10,0.0001,16,0.5580487804878049
[4],softmax,10,0.0001,32,0.5668292682926829
[4],softmax,10,0.0001,64,0.5180487804878049
[4],softmax,10,0.0001,128,0.5180487804878049
[4],softmax,10,0.0001,256,0.5131707317073171
[4],softmax,10,0.0001,512,0.5131707317073171
[4],softmax,25,10.0,16,0.6029268292682927
[4],softmax,25,10.0,32,0.7034146341463414
[4],softmax,25,10.0,64,0.5131707317073171
[4],softmax,25,10.0,128,0.5131707317073171
[4],softmax,25,10.0,256,0.5131707317073171
[4],softmax,25,10.0,512,0.5131707317073171
[4],softmax,25,1.0,16,0.7814634146341464
[4],softmax,25,1.0,32,0.5131707317073171
[4],softmax,25,1.0,64,0.5131707317073171
[4],softmax,25,1.0,128,0.8829268292682927
[4],softmax,25,1.0,256,0.7336585365853658
[4],softmax,25,1.0,512,0.871219512195122
[4],softmax,25,0.1,16,0.9102439024390244
[4],softmax,25,0.1,32,0.9258536585365854
[4],softmax,25,0.1,64,0.9336585365853659
[4],softmax,25,0.1,128,0.8731707317073171
[4],softmax,25,0.1,256,0.8673170731707317
[4],softmax,25,0.1,512,0.8741463414634146
[4],softmax,25,0.01,16,0.9082926829268293
[4],softmax,25,0.01,32,0.9014634146341464
[4],softmax,25,0.01,64,0.8702439024390244
[4],softmax,25,0.01,128,0.8604878048780488
[4],softmax,25,0.01,256,0.8546341463414634
[4],softmax,25,0.01,512,0.8341463414634146
[4],softmax,25,0.001,16,0.8702439024390244
[4],softmax,25,0.001,32,0.8702439024390244
[4],softmax,25,0.001,64,0.824390243902439
[4],softmax,25,0.001,128,0.655609756097561
[4],softmax,25,0.001,256,0.7814634146341464
[4],softmax,25,0.001,512,0.5131707317073171
[4],softmax,25,0.0001,16,0.6907317073170731
[4],softmax,25,0.0001,32,0.6390243902439025
[4],softmax,25,0.0001,64,0.6146341463414634
[4],softmax,25,0.0001,128,0.5131707317073171
[4],softmax,25,0.0001,256,0.4868292682926829
[4],softmax,25,0.0001,512,0.4868292682926829
[4],softmax,50,10.0,16,0.5131707317073171
[4],softmax,50,10.0,32,0.5131707317073171
[4],softmax,50,10.0,64,0.5131707317073171
[4],softmax,50,10.0,128,0.5063414634146342
[4],softmax,50,10.0,256,0.5131707317073171
[4],softmax,50,10.0,512,0.7570731707317073
[4],softmax,50,1.0,16,0.864390243902439
[4],softmax,50,1.0,32,0.895609756097561
[4],softmax,50,1.0,64,0.8887804878048781
[4],softmax,50,1.0,128,0.8926829268292683
[4],softmax,50,1.0,256,0.8107317073170732
[4],softmax,50,1.0,512,0.8760975609756098
[4],softmax,50,0.1,16,0.9404878048780487
[4],softmax,50,0.1,32,0.9014634146341464
[4],softmax,50,0.1,64,0.9131707317073171
[4],softmax,50,0.1,128,0.9336585365853659
[4],softmax,50,0.1,256,0.8878048780487805
[4],softmax,50,0.1,512,0.8380487804878048
[4],softmax,50,0.01,16,0.9014634146341464
[4],softmax,50,0.01,32,0.9063414634146342
[4],softmax,50,0.01,64,0.8858536585365854
[4],softmax,50,0.01,128,0.8907317073170732
[4],softmax,50,0.01,256,0.8585365853658536
[4],softmax,50,0.01,512,0.8546341463414634
[4],softmax,50,0.001,16,0.8770731707317073
[4],softmax,50,0.001,32,0.8575609756097561
[4],softmax,50,0.001,64,0.8585365853658536
[4],softmax,50,0.001,128,0.8204878048780487
[4],softmax,50,0.001,256,0.8302439024390244
[4],softmax,50,0.001,512,0.5590243902439025
[4],softmax,50,0.0001,16,0.8097560975609757
[4],softmax,50,0.0001,32,0.5131707317073171
[4],softmax,50,0.0001,64,0.4868292682926829
[4],softmax,50,0.0001,128,0.4926829268292683
[4],softmax,50,0.0001,256,0.4868292682926829
[4],softmax,50,0.0001,512,0.5102439024390244
[4],softmax,100,10.0,16,0.671219512195122
[4],softmax,100,10.0,32,0.5131707317073171
[4],softmax,100,10.0,64,0.5131707317073171
[4],softmax,100,10.0,128,0.5131707317073171
[4],softmax,100,10.0,256,0.5131707317073171
[4],softmax,100,10.0,512,0.8224390243902439
[4],softmax,100,1.0,16,0.8458536585365853
[4],softmax,100,1.0,32,0.8546341463414634
[4],softmax,100,1.0,64,0.8585365853658536
[4],softmax,100,1.0,128,0.7785365853658537
[4],softmax,100,1.0,256,0.8897560975609756
[4],softmax,100,1.0,512,0.8526829268292683
[4],softmax,100,0.1,16,0.9404878048780487
[4],softmax,100,0.1,32,0.9102439024390244
[4],softmax,100,0.1,64,0.9287804878048781
[4],softmax,100,0.1,128,0.9219512195121952
[4],softmax,100,0.1,256,0.8936585365853659
[4],softmax,100,0.1,512,0.8663414634146341
[4],softmax,100,0.01,16,0.9209756097560976
[4],softmax,100,0.01,32,0.9034146341463415
[4],softmax,100,0.01,64,0.9239024390243903
[4],softmax,100,0.01,128,0.8848780487804878
[4],softmax,100,0.01,256,0.8653658536585366
[4],softmax,100,0.01,512,0.8585365853658536
[4],softmax,100,0.001,16,0.9024390243902439
[4],softmax,100,0.001,32,0.8848780487804878
[4],softmax,100,0.001,64,0.8575609756097561
[4],softmax,100,0.001,128,0.8604878048780488
[4],softmax,100,0.001,256,0.8214634146341463
[4],softmax,100,0.001,512,0.8136585365853658
[4],softmax,100,0.0001,16,0.8273170731707317
[4],softmax,100,0.0001,32,0.8282926829268292
[4],softmax,100,0.0001,64,0.8185365853658536
[4],softmax,100,0.0001,128,0.7004878048780487
[4],softmax,100,0.0001,256,0.5131707317073171
[4],softmax,100,0.0001,512,0.5131707317073171
[4],softmax,250,10.0,16,0.5131707317073171
[4],softmax,250,10.0,32,0.5131707317073171
[4],softmax,250,10.0,64,0.5131707317073171
[4],softmax,250,10.0,128,0.5131707317073171
[4],softmax,250,10.0,256,0.5131707317073171
[4],softmax,250,10.0,512,0.5131707317073171
[4],softmax,250,1.0,16,0.8058536585365854
[4],softmax,250,1.0,32,0.8195121951219512
[4],softmax,250,1.0,64,0.895609756097561
[4],softmax,250,1.0,128,0.8351219512195122
[4],softmax,250,1.0,256,0.8126829268292682
[4],softmax,250,1.0,512,0.8936585365853659
[4],softmax,250,0.1,16,0.9219512195121952
[4],softmax,250,0.1,32,0.926829268292683
[4],softmax,250,0.1,64,0.9004878048780488
[4],softmax,250,0.1,128,0.9102439024390244
[4],softmax,250,0.1,256,0.8926829268292683
[4],softmax,250,0.1,512,0.8380487804878048
[4],softmax,250,0.01,16,0.9463414634146341
[4],softmax,250,0.01,32,0.9385365853658536
[4],softmax,250,0.01,64,0.8878048780487805
[4],softmax,250,0.01,128,0.8917073170731707
[4],softmax,250,0.01,256,0.8858536585365854
[4],softmax,250,0.01,512,0.8975609756097561
[4],softmax,250,0.001,16,0.9180487804878049
[4],softmax,250,0.001,32,0.9024390243902439
[4],softmax,250,0.001,64,0.8946341463414634
[4],softmax,250,0.001,128,0.864390243902439
[4],softmax,250,0.001,256,0.8448780487804878
[4],softmax,250,0.001,512,0.8165853658536585
[4],softmax,250,0.0001,16,0.8682926829268293
[4],softmax,250,0.0001,32,0.8478048780487805
[4],softmax,250,0.0001,64,0.8321951219512195
[4],softmax,250,0.0001,128,0.7902439024390244
[4],softmax,250,0.0001,256,0.6224390243902439
[4],softmax,250,0.0001,512,0.5863414634146341
[4],tanh,1,10.0,16,0.7648780487804878
[4],tanh,1,10.0,32,0.8097560975609757
[4],tanh,1,10.0,64,0.4214634146341463
[4],tanh,1,10.0,128,0.7834146341463415
[4],tanh,1,10.0,256,0.19317073170731708
[4],tanh,1,10.0,512,0.8019512195121952
[4],tanh,1,1.0,16,0.7073170731707317
[4],tanh,1,1.0,32,0.84
[4],tanh,1,1.0,64,0.8263414634146341
[4],tanh,1,1.0,128,0.8029268292682927
[4],tanh,1,1.0,256,0.8156097560975609
[4],tanh,1,1.0,512,0.8458536585365853
[4],tanh,1,0.1,16,0.8614634146341463
[4],tanh,1,0.1,32,0.8585365853658536
[4],tanh,1,0.1,64,0.8536585365853658
[4],tanh,1,0.1,128,0.8468292682926829
[4],tanh,1,0.1,256,0.8448780487804878
[4],tanh,1,0.1,512,0.824390243902439
[4],tanh,1,0.01,16,0.8565853658536585
[4],tanh,1,0.01,32,0.8292682926829268
[4],tanh,1,0.01,64,0.8370731707317073
[4],tanh,1,0.01,128,0.7902439024390244
[4],tanh,1,0.01,256,0.5151219512195122
[4],tanh,1,0.01,512,0.6760975609756098
[4],tanh,1,0.001,16,0.5307317073170732
[4],tanh,1,0.001,32,0.5824390243902439
[4],tanh,1,0.001,64,0.4868292682926829
[4],tanh,1,0.001,128,0.48097560975609754
[4],tanh,1,0.001,256,0.688780487804878
[4],tanh,1,0.001,512,0.5463414634146342
[4],tanh,1,0.0001,16,0.4868292682926829
[4],tanh,1,0.0001,32,0.5521951219512196
[4],tanh,1,0.0001,64,0.4292682926829268
[4],tanh,1,0.0001,128,0.4790243902439024
[4],tanh,1,0.0001,256,0.5170731707317073
[4],tanh,1,0.0001,512,0.5004878048780488
[4],tanh,10,10.0,16,0.7736585365853659
[4],tanh,10,10.0,32,0.7590243902439024
[4],tanh,10,10.0,64,0.784390243902439
[4],tanh,10,10.0,128,0.7736585365853659
[4],tanh,10,10.0,256,0.6575609756097561
[4],tanh,10,10.0,512,0.8117073170731708
[4],tanh,10,1.0,16,0.8370731707317073
[4],tanh,10,1.0,32,0.8234146341463414
[4],tanh,10,1.0,64,0.8
[4],tanh,10,1.0,128,0.8839024390243903
[4],tanh,10,1.0,256,0.8673170731707317
[4],tanh,10,1.0,512,0.8312195121951219
[4],tanh,10,0.1,16,0.9063414634146342
[4],tanh,10,0.1,32,0.92
[4],tanh,10,0.1,64,0.9034146341463415
[4],tanh,10,0.1,128,0.8770731707317073
[4],tanh,10,0.1,256,0.8546341463414634
[4],tanh,10,0.1,512,0.8468292682926829
[4],tanh,10,0.01,16,0.904390243902439
[4],tanh,10,0.01,32,0.8829268292682927
[4],tanh,10,0.01,64,0.855609756097561
[4],tanh,10,0.01,128,0.8439024390243902
[4],tanh,10,0.01,256,0.8351219512195122
[4],tanh,10,0.01,512,0.7970731707317074
[4],tanh,10,0.001,16,0.8517073170731707
[4],tanh,10,0.001,32,0.8390243902439024
[4],tanh,10,0.001,64,0.7921951219512195
[4],tanh,10,0.001,128,0.7365853658536585
[4],tanh,10,0.001,256,0.5160975609756098
[4],tanh,10,0.001,512,0.41560975609756096
[4],tanh,10,0.0001,16,0.6546341463414634
[4],tanh,10,0.0001,32,0.5014634146341463
[4],tanh,10,0.0001,64,0.4117073170731707
[4],tanh,10,0.0001,128,0.45463414634146343
[4],tanh,10,0.0001,256,0.4292682926829268
[4],tanh,10,0.0001,512,0.7053658536585365
[4],tanh,25,10.0,16,0.6936585365853658
[4],tanh,25,10.0,32,0.7668292682926829
[4],tanh,25,10.0,64,0.7502439024390244
[4],tanh,25,10.0,128,0.8341463414634146
[4],tanh,25,10.0,256,0.7687804878048781
[4],tanh,25,10.0,512,0.6790243902439025
[4],tanh,25,1.0,16,0.8321951219512195
[4],tanh,25,1.0,32,0.848780487804878
[4],tanh,25,1.0,64,0.8760975609756098
[4],tanh,25,1.0,128,0.8663414634146341
[4],tanh,25,1.0,256,0.5619512195121952
[4],tanh,25,1.0,512,0.8575609756097561
[4],tanh,25,0.1,16,0.9219512195121952
[4],tanh,25,0.1,32,0.926829268292683
[4],tanh,25,0.1,64,0.9317073170731708
[4],tanh,25,0.1,128,0.9014634146341464
[4],tanh,25,0.1,256,0.8848780487804878
[4],tanh,25,0.1,512,0.8253658536585365
[4],tanh,25,0.01,16,0.92
[4],tanh,25,0.01,32,0.9092682926829269
[4],tanh,25,0.01,64,0.9024390243902439
[4],tanh,25,0.01,128,0.8604878048780488
[4],tanh,25,0.01,256,0.8517073170731707
[4],tanh,25,0.01,512,0.8370731707317073
[4],tanh,25,0.001,16,0.8546341463414634
[4],tanh,25,0.001,32,0.8507317073170731
[4],tanh,25,0.001,64,0.8448780487804878
[4],tanh,25,0.001,128,0.7717073170731708
[4],tanh,25,0.001,256,0.7160975609756097
[4],tanh,25,0.001,512,0.6439024390243903
[4],tanh,25,0.0001,16,0.8087804878048781
[4],tanh,25,0.0001,32,0.7795121951219512
[4],tanh,25,0.0001,64,0.5346341463414634
[4],tanh,25,0.0001,128,0.5170731707317073
[4],tanh,25,0.0001,256,0.43902439024390244
[4],tanh,25,0.0001,512,0.43902439024390244
[4],tanh,50,10.0,16,0.7053658536585365
[4],tanh,50,10.0,32,0.7463414634146341
[4],tanh,50,10.0,64,0.8136585365853658
[4],tanh,50,10.0,128,0.8
[4],tanh,50,10.0,256,0.7746341463414634
[4],tanh,50,10.0,512,0.7580487804878049
[4],tanh,50,1.0,16,0.8185365853658536
[4],tanh,50,1.0,32,0.8312195121951219
[4],tanh,50,1.0,64,0.8575609756097561
[4],tanh,50,1.0,128,0.8565853658536585
[4],tanh,50,1.0,256,0.8682926829268293
[4],tanh,50,1.0,512,0.8614634146341463
[4],tanh,50,0.1,16,0.9248780487804878
[4],tanh,50,0.1,32,0.926829268292683
[4],tanh,50,0.1,64,0.9346341463414635
[4],tanh,50,0.1,128,0.9395121951219512
[4],tanh,50,0.1,256,0.8478048780487805
[4],tanh,50,0.1,512,0.8692682926829268
[4],tanh,50,0.01,16,0.9551219512195122
[4],tanh,50,0.01,32,0.9307317073170732
[4],tanh,50,0.01,64,0.9092682926829269
[4],tanh,50,0.01,128,0.8858536585365854
[4],tanh,50,0.01,256,0.8507317073170731
[4],tanh,50,0.01,512,0.8312195121951219
[4],tanh,50,0.001,16,0.8829268292682927
[4],tanh,50,0.001,32,0.8507317073170731
[4],tanh,50,0.001,64,0.864390243902439
[4],tanh,50,0.001,128,0.8097560975609757
[4],tanh,50,0.001,256,0.8273170731707317
[4],tanh,50,0.001,512,0.7902439024390244
[4],tanh,50,0.0001,16,0.8273170731707317
[4],tanh,50,0.0001,32,0.7931707317073171
[4],tanh,50,0.0001,64,0.6926829268292682
[4],tanh,50,0.0001,128,0.6409756097560976
[4],tanh,50,0.0001,256,0.5053658536585366
[4],tanh,50,0.0001,512,0.7219512195121951
[4],tanh,100,10.0,16,0.7404878048780488
[4],tanh,100,10.0,32,0.7765853658536586
[4],tanh,100,10.0,64,0.7736585365853659
[4],tanh,100,10.0,128,0.7951219512195122
[4],tanh,100,10.0,256,0.7795121951219512
[4],tanh,100,10.0,512,0.5131707317073171
[4],tanh,100,1.0,16,0.7921951219512195
[4],tanh,100,1.0,32,0.8448780487804878
[4],tanh,100,1.0,64,0.8234146341463414
[4],tanh,100,1.0,128,0.7717073170731708
[4],tanh,100,1.0,256,0.8429268292682927
[4],tanh,100,1.0,512,0.4868292682926829
[4],tanh,100,0.1,16,0.8897560975609756
[4],tanh,100,0.1,32,0.9463414634146341
[4],tanh,100,0.1,64,0.8848780487804878
[4],tanh,100,0.1,128,0.9307317073170732
[4],tanh,100,0.1,256,0.8858536585365854
[4],tanh,100,0.1,512,0.8907317073170732
[4],tanh,100,0.01,16,0.953170731707317
[4],tanh,100,0.01,32,0.9473170731707317
[4],tanh,100,0.01,64,0.9512195121951219
[4],tanh,100,0.01,128,0.8975609756097561
[4],tanh,100,0.01,256,0.8507317073170731
[4],tanh,100,0.01,512,0.855609756097561
[4],tanh,100,0.001,16,0.8848780487804878
[4],tanh,100,0.001,32,0.8848780487804878
[4],tanh,100,0.001,64,0.8634146341463415
[4],tanh,100,0.001,128,0.8575609756097561
[4],tanh,100,0.001,256,0.8517073170731707
[4],tanh,100,0.001,512,0.8048780487804879
[4],tanh,100,0.0001,16,0.8507317073170731
[4],tanh,100,0.0001,32,0.8302439024390244
[4],tanh,100,0.0001,64,0.7951219512195122
[4],tanh,100,0.0001,128,0.5580487804878049
[4],tanh,100,0.0001,256,0.5521951219512196
[4],tanh,100,0.0001,512,0.4009756097560976
[4],tanh,250,10.0,16,0.7697560975609756
[4],tanh,250,10.0,32,0.7678048780487805
[4],tanh,250,10.0,64,0.7541463414634146
[4],tanh,250,10.0,128,0.8058536585365854
[4],tanh,250,10.0,256,0.5131707317073171
[4],tanh,250,10.0,512,0.8117073170731708
[4],tanh,250,1.0,16,0.7980487804878049
[4],tanh,250,1.0,32,0.4868292682926829
[4],tanh,250,1.0,64,0.8497560975609756
[4],tanh,250,1.0,128,0.7990243902439025
[4],tanh,250,1.0,256,0.8624390243902439
[4],tanh,250,1.0,512,0.855609756097561
[4],tanh,250,0.1,16,0.9219512195121952
[4],tanh,250,0.1,32,0.9190243902439025
[4],tanh,250,0.1,64,0.926829268292683
[4],tanh,250,0.1,128,0.9190243902439025
[4],tanh,250,0.1,256,0.751219512195122
[4],tanh,250,0.1,512,0.8760975609756098
[4],tanh,250,0.01,16,0.9512195121951219
[4],tanh,250,0.01,32,0.9658536585365853
[4],tanh,250,0.01,64,0.9619512195121951
[4],tanh,250,0.01,128,0.9063414634146342
[4],tanh,250,0.01,256,0.9063414634146342
[4],tanh,250,0.01,512,0.8780487804878049
[4],tanh,250,0.001,16,0.937560975609756
[4],tanh,250,0.001,32,0.9229268292682927
[4],tanh,250,0.001,64,0.8946341463414634
[4],tanh,250,0.001,128,0.8634146341463415
[4],tanh,250,0.001,256,0.855609756097561
[4],tanh,250,0.001,512,0.8478048780487805
[4],tanh,250,0.0001,16,0.8595121951219512
[4],tanh,250,0.0001,32,0.8595121951219512
[4],tanh,250,0.0001,64,0.8458536585365853
[4],tanh,250,0.0001,128,0.8048780487804879
[4],tanh,250,0.0001,256,0.7619512195121951
[4],tanh,250,0.0001,512,0.6741463414634147
[8],linear,1,10.0,16,0.6682926829268293
[8],linear,1,10.0,32,0.21658536585365853
[8],linear,1,10.0,64,0.5785365853658536
[8],linear,1,10.0,128,0.5336585365853659
[8],linear,1,10.0,256,0.7814634146341464
[8],linear,1,10.0,512,0.6117073170731707
[8],linear,1,1.0,16,0.7121951219512195
[8],linear,1,1.0,32,0.8009756097560976
[8],linear,1,1.0,64,0.8517073170731707
[8],linear,1,1.0,128,0.8263414634146341
[8],linear,1,1.0,256,0.8302439024390244
[8],linear,1,1.0,512,0.8321951219512195
[8],linear,1,0.1,16,0.6751219512195122
[8],linear,1,0.1,32,0.8292682926829268
